AIM_OF_USE,RESOURCE_TYPE,OS_HOSTNAME,OS_IP_ADDRESS,VM_GUESTNAME,LOGICALY_HOSTED_ON,CHASSIS_NAME,CONSOLE_IP,CONSOLE_ACCESS_PROTOCOL,OS_TYPE,OS_TOTAL_CORE,OS_MEM_GB,OS_RELEASE,DR_HOSTNAME,INSTALL_DATE,OS_CLUSTER,CLUSTER_SW_INFO,CLUSTER_SW_VERSION,CLUSTER_SERVICE_IP,VF_SERVICE_DOMAIN,VF_SERVICE_NAME,VF_SERVICE_CLASS,VF_SERVICE_OWNER,OS_ADMIN,BIA_IN_SCOPE,ROW_ID,INSERT_DATE,MANAGED_BY_IT,MAXIMO_OWNER_GROUP,LIFECYCLE,COMMENTS
PROD,VIRTUAL,hasmpp1-app2,212.65.133.105,zonecl1,msgapp2,msgapp2,212.65.133.103,zlogin,SOLARIS,999,999,10x,,,no,,,,VAS,SMPPGW,MC,Cuneyt Evran,Ozan Pekdemir,ISO27001,1647,,yes,IT-VAS3RD,,
PROD,PHYSICAL,inis5ldm1,10.177.251.17,na,na,inis5ldm1,10.86.4.171,ssh,SOLARIS,1,16,10s_u11,,30-May-14,no,,,,IN,Prepaid Charging,MC,Dogan Kahraman,Murat Gokmen,,1736,,yes,IT-INMNG,,
PROD,PHYSICAL,inis5ldm2,10.177.251.18,na,na,inis5ldm2,10.86.4.172,ssh,SOLARIS,1,16,10s_u11,,30-May-14,no,,,,IN,Prepaid Charging,MC,Dogan Kahraman,Murat Gokmen,,1737,,yes,IT-INMNG,,
PROD,PHYSICAL,inis6ldm1,10.177.251.21,na,na,inis6ldm1,10.86.4.180,ssh,SOLARIS,1,16,10s_u11,,30-May-14,no,,,,IN,Prepaid Charging,MC,Dogan Kahraman,Murat Gokmen,,1747,,yes,IT-INMNG,,
PROD,PHYSICAL,inis6ldm2,10.177.251.22,na,na,inis6ldm2,10.86.4.181,ssh,SOLARIS,1,16,10s_u11,,30-May-14,no,,,,IN,Prepaid Charging,MC,Dogan Kahraman,Murat Gokmen,,1748,,yes,IT-INMNG,,
PROD,PHYSICAL,msgapp1,212.65.133.102 ,na,na,msgapp1,172.28.235.26,https,SOLARIS,48,128,10x,,,yes,Solaris Cluster,3.3,,VAS,smppgw-bulk,MC,Cuneyt Evran,Ozan Pekdemir,ISO27001,1859,,yes,IT-VAS3RD,,
PROD,PHYSICAL,msgapp2,212.65.133.103 ,na,na,msgapp2,172.28.235.27,https,SOLARIS,48,128,10x,,,yes,Solaris Cluster,3.3,,VAS,smppgw-bulk,MC,Cuneyt Evran,Ozan Pekdemir,ISO27001,1860,,yes,IT-VAS3RD,,
TEST,PHYSICAL,t44a-pri,172.31.42.23,primary,na,t44-a,172.31.42.128,"ssh,https",SOLARIS,32,256,11.4s,,,no,,,,IT,-,,Murat Yildirim,Murat Gokmen,,2001,,yes,IT-UNIX,,
TEST,PHYSICAL,t44b-pri,172.31.35.43,primary,na,t44-b,172.31.42.129,"ssh,https",SOLARIS,32,256,11.4s,,,no,,,,IT,"iccb,icrm,mnp",,Murat Yildirim,Murat Gokmen,,2002,,yes,IT-UNIX,,
PROD,PHYSICAL,t74gzm02-pri,172.31.87.232,primary,na,t74gzm02,172.31.87.223,"ssh,https",SOLARIS,2,16,11.4s,,28-Apr-15,no,,,,IT,IT,,Murat Yildirim,Murat Gokmen,,2003,,yes,IT-UNIX,,
DEVELOPMENT,VIRTUAL,tstsmrgw1,10.177.244.42,TSTSMRGW1,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,4,2,10x,,,no,,,,DEVELOPMENT,smr,BB,Ertun Ucyildiz,Murat Gokmen,,2036,,yes,RELEASEMNGMNT,,
DEVELOPMENT,VIRTUAL,tstsmrgw2,10.177.244.43,TSTSMRGW2,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,4,2,10x,,,no,,,,DEVELOPMENT,smr,BB,Ertun Ucyildiz,Murat Gokmen,,2037,,yes,RELEASEMNGMNT,,
DEVELOPMENT,VIRTUAL,tstsmscgw1,10.177.244.40,TSTSMSCGW1,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,4,2,10x,,,no,,,,DEVELOPMENT,smsc,BB,Ertun Ucyildiz,Murat Gokmen,,2038,,yes,RELEASEMNGMNT,,
DEVELOPMENT,VIRTUAL,tstsmscgw2,10.177.244.41,TSTSMSCGW2,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,4,2,11.4x,,,no,,,,DEVELOPMENT,smsc,BB,Ertun Ucyildiz,Murat Gokmen,,2039,,yes,RELEASEMNGMNT,,
PROD,VIRTUAL,vbridge2ap1,10.177.241.81,vbridge2ap1,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,4,16,10x_u11,,24-Jul-14,no,,,,VAS,USSD,MC,Cuneyt Evran,Ozan Pekdemir,,2070,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vbridge2ap2,10.177.241.82,vbridge2ap1,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,4,16,10x_u11,,24-Jul-14,no,,,,VAS,USSD,MC,Cuneyt Evran,Ozan Pekdemir,,2071,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vgmlcap1,10.177.245.9,vgmlcap1,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,4,16,11.4x,,5-Mar-24,no,,,,VAS,LBS,MC,Cuneyt Evran,Ozan Pekdemir,,2076,4-Mar-24,yes,NW VAS OPS ,,
PROD,VIRTUAL,vgmlcap2,10.177.245.10,vgmlcap2,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,4,16,11.4x,,5-Mar-24,no,,,,VAS,LBS,MC,Cuneyt Evran,Ozan Pekdemir,,2077,4-Mar-24,yes,NW VAS OPS ,,
PROD,VIRTUAL,vsmr1ap1,10.177.241.61,vsmr1ap1,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,8,24,11.4x,,,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2082,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmr1ap2,10.177.241.62,vsmr1ap2,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,8,24,11.4x,,,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2083,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmr1ap3,10.177.241.63,vsmr1ap3,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,8,24,11.4x,,,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2084,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmr1ap4,10.177.241.64,vsmr1ap4,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,8,24,11.4x,,,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2085,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmr2ap1,10.177.220.61,vsmr2ap1,VASGZM,VASGZM,172.30.34.135,vsphere client,SOLARIS,8,16,11.4x,,16-Dec-13,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2086,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmr2ap2,10.177.220.62,vsmr2ap2,VASGZM,VASGZM,172.30.34.135,vsphere client,SOLARIS,8,16,11.4x,,16-Dec-13,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2087,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmr2ap3,10.177.220.63,vsmr2ap3,VASGZM,VASGZM,172.30.34.135,vsphere client,SOLARIS,8,16,11.4x,,16-Dec-13,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2088,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmr2ap4,10.177.220.64,vsmr2ap4,VASGZM,VASGZM,172.30.34.135,vsphere client,SOLARIS,8,16,11.4x,,16-Dec-13,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2089,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmr3ap1,10.177.227.61,vsmr3ap1,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,24,11.4x,,17-Jul-14,no,,,,VAS,SMR,MC,Cuneyt Evran,Ozan Pekdemir,,2090,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmr3ap2,10.177.227.62,vsmr3ap2,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,24,11.4x,,17-Jul-14,no,,,,VAS,SMR,MC,Cuneyt Evran,Ozan Pekdemir,,2091,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmr3ap3,10.177.227.63,vsmr3ap3,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,24,11.4x,,17-Jul-14,no,,,,VAS,SMR,MC,Cuneyt Evran,Ozan Pekdemir,,2092,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmr3ap4,10.177.227.64,vsmr3ap4,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,24,11.4x,,17-Jul-14,no,,,,VAS,SMR,MC,Cuneyt Evran,Ozan Pekdemir,,2093,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmsc1ap1,10.177.241.41,vsmsc1ap1,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,8,16,11.4x,,,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2094,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmsc1ap2,10.177.241.42,vsmsc1ap2,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,8,16,11.4x,,,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2095,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmsc1ap3,10.177.241.43,vsmsc1ap3,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,8,16,11.4x,,,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2096,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmsc1ap4,10.177.241.44,vsmsc1ap4,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,8,16,11.4x,,,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2097,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmsc3ap1,10.177.222.41,vsmsc3ap1,VASGZM,VASGZM,172.30.34.135,vsphere client,SOLARIS,8,16,11.4x,,16-Dec-13,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2105,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmsc3ap2,10.177.222.42,vsmsc3ap2,VASGZM,VASGZM,172.30.34.135,vsphere client,SOLARIS,8,16,11.4x,,16-Dec-13,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2106,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmsc3ap3,10.177.222.43,vsmsc3ap3,VASGZM,VASGZM,172.30.34.135,vsphere client,SOLARIS,8,16,11.4x,,16-Dec-13,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2107,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmsc3ap4,10.177.222.44,vsmsc3ap4,VASGZM,VASGZM,172.30.34.135,vsphere client,SOLARIS,8,16,11.4x,,16-Dec-13,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2108,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmsc4ap1,10.177.227.41,vsmsc4ap1,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,16,11.4x,,10-Jul-14,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2109,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmsc4ap2,10.177.227.42,vsmsc4ap2,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,16,11.4x,,10-Jul-14,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2110,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmsc4ap3,10.177.227.43,vsmsc4ap3,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,16,11.4x,,10-Jul-14,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2111,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vsmsc4ap4,10.177.227.44,vsmsc4ap4,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,16,11.4x,,10-Jul-14,no,,,,VAS,SMSC,MC,Cuneyt Evran,Ozan Pekdemir,,2112,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vussdap1,10.177.243.80,vussdap1,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,8,16,11.4x,,25-Jul-13,no,,,,VAS,USSD,MC,Cuneyt Evran,Ozan Pekdemir,,2113,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vussdap2,10.177.243.81,vussdap2,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,8,16,11.4x,,25-Jul-13,no,,,,VAS,USSD,MC,Cuneyt Evran,Ozan Pekdemir,,2114,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vussdap3,10.177.220.80,vussdap3,VASGZM,VASGZM,172.30.34.135,vsphere client,SOLARIS,8,16,11.4x,,16-Dec-13,no,,,,VAS,USSD,MC,Cuneyt Evran,Ozan Pekdemir,,2115,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vussdap4,10.177.220.81,vussdap4,VASGZM,VASGZM,172.30.34.135,vsphere client,SOLARIS,8,16,11.4x,,16-Dec-13,no,,,,VAS,USSD,MC,Cuneyt Evran,Ozan Pekdemir,,2116,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vussdap5,10.177.227.81,vussdap5,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,8,16,11.4x,,18-Jul-14,no,,,,VAS,USSD,MC,Cuneyt Evran,Ozan Pekdemir,,2117,,yes,IT-VAS3RD,,
PROD,VIRTUAL,vussdap6,10.177.227.82,vussdap6,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,8,16,11.4x,,18-Jul-14,no,,,,VAS,USSD,MC,Cuneyt Evran,Ozan Pekdemir,,2118,,yes,IT-VAS3RD,,
PROD,PHYSICAL,websimapp1,212.65.143.198,na,na,websimapp1,172.28.235.10,ssh,SOLARIS,32,64,10s,,,yes,Solaris Cluster,3.3,,VAS,httpsms-xmlsms,MC,Cuneyt Evran,Ozan Pekdemir,ISO27001,2120,,yes,IT-VAS3RD,,
PROD,PHYSICAL,websimapp2,212.65.143.199,na,na,websimapp2,172.28.235.11,ssh,SOLARIS,32,64,10s,,,yes,Solaris Cluster,3.3,,VAS,httpsms-xmlsms,MC,Cuneyt Evran,Ozan Pekdemir,ISO27001,2121,,yes,IT-VAS3RD,,
PROD,PHYSICAL,tibftp0,217.31.234.171,tibftp0,na,tibftp0,192.168.202.28,https,LINUX,8,16,rhel 6.6_x86_64,,,no,na,na,na,IT,free,,Atila Voyvat,,no,2141,,no,,,
PROD,PHYSICAL,tibftp1,217.31.234.172,tibftp1,na,tibftp1,192.168.202.30,https,LINUX,8,16,rhel 6.6_x86_64,,,no,na,na,na,IT,free,,Atila Voyvat,,no,2142,,no,,,
PROD,VIRTUAL,vsmlc1ap1,10.177.245.11,vsmlc1ap1,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,10,24,11.4x,,5-Mar-24,no,,,,VAS,SMLC,MC,Cuneyt Evran,Ozan Pekdemir,,2198,5-Mar-24,yes,NW VAS OPS ,,
PROD,VIRTUAL,vsmlc1ap2,10.177.245.12,vsmlc1ap2,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,10,24,11.4x,,5-Mar-24,no,,,,VAS,SMLC,MC,Cuneyt Evran,Ozan Pekdemir,,2199,5-Mar-24,yes,NW VAS OPS ,,
TEST,VIRTUAL,rosmai02,172.31.70.169,rosmai02,test&devcluster,test&devcluster,172.30.34.135,vsphere client,LINUX,4,16,rhel 6.6_x86_64,,,no,na,na,na,IT,CBU OSM,,Ertun Ucyildiz,Onur Onan,no,2206,,yes,RELEASEMNGMNT,,
TEST,VIRTUAL,rosmai21,172.31.70.152,rosmai21,test&devcluster,test&devcluster,172.30.34.135,vsphere client,LINUX,4,16,rhel 6.6_x86_64,,,no,na,na,na,IT,CBU OSM,,Ertun Ucyildiz,Onur Onan,no,2207,,yes,RELEASEMNGMNT,,
TEST,VIRTUAL,rosmai01,172.31.70.168,rosmai01,test&devcluster,test&devcluster,172.30.34.135,vsphere client,LINUX,4,16,rhel 6.10_x86_64,,,no,na,na,na,IT,CBU OSM,,Ertun Ucyildiz,Onur Onan,no,2205,,yes,RELEASEMNGMNT,,
TEST,VIRTUAL,rosmai22,172.31.70.153,rosmai22,test&devcluster,test&devcluster,172.30.34.135,vsphere client,LINUX,4,16,rhel 6.6_x86_64,,,no,na,na,na,IT,CBU OSM,,Ertun Ucyildiz,Onur Onan,no,2208,,yes,RELEASEMNGMNT,,
TEST,VIRTUAL,vsmlcat1,10.177.244.22,vsmlcat1,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,4,4,10x_u11,,17-Nov-14,no,na,na,na,TEST,SMLC,BB,Ertun Ucyildiz,Murat Gokmen,,2209,,yes,RELEASEMNGMNT,,
PROD,VIRTUAL,veir1gw1,10.177.242.51,veir1gw1,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,16,32,11.4x,,5-Dec-14,no,,,,VAS,EIR,MC,Cuneyt Evran,Ozan Pekdemir,,2250,,yes,IT-VAS3RD,,
PROD,VIRTUAL,veir1gw2,10.177.242.52,veir1gw2,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,16,32,11.4x,,5-Dec-14,no,,,,VAS,EIR,MC,Cuneyt Evran,Ozan Pekdemir,,2251,,yes,IT-VAS3RD,,
PROD,VIRTUAL,veir1gw3,10.177.242.53,veir1gw3,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,16,32,11.4x,,5-Dec-14,no,,,,VAS,EIR,MC,Cuneyt Evran,Ozan Pekdemir,,2252,,yes,IT-VAS3RD,,
PROD,VIRTUAL,veir1gw4,10.177.242.54,veir1gw4,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,16,32,11.4x,,5-Dec-14,no,,,,VAS,EIR,MC,Cuneyt Evran,Ozan Pekdemir,,2253,,yes,IT-VAS3RD,,
DR,VIRTUAL,veir2gw1,10.177.227.51,veir2gw1,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,16,11.4x,,17-Dec-14,no,,,,VAS,EIR,MC,Cuneyt Evran,Ozan Pekdemir,,2260,,yes,NW VAS OPS ,,
DR,VIRTUAL,veir2gw2,10.177.227.52,veir2gw2,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,16,11.4x,,17-Dec-14,no,,,,VAS,EIR,MC,Cuneyt Evran,Ozan Pekdemir,,2261,,yes,NW VAS OPS ,,
DR,VIRTUAL,veir2gw3,10.177.227.53,veir2gw3,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,16,11.4x,,17-Dec-14,no,,,,VAS,EIR,MC,Cuneyt Evran,Ozan Pekdemir,,2262,,yes,NW VAS OPS ,,
DR,VIRTUAL,veir2gw4,10.177.227.54,veir2gw4,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,16,11.4x,,17-Dec-14,no,,,,VAS,EIR,MC,Cuneyt Evran,Ozan Pekdemir,,2263,,yes,NW VAS OPS ,,
PROD,VIRTUAL,vgmlc2app1,10.177.227.56,vgmlc2app1,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,24,11.4x,,5-Mar-24,no,,,,VAS,LBS,MC,Cuneyt Evran,Ozan Pekdemir,,2265,3-Mar-24,yes,NW VAS OPS ,,
PROD,VIRTUAL,vgmlc2app2,10.177.227.57,vgmlc2app2,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,4,24,11.4x,,5-Mar-24,no,,,,VAS,LBS,MC,Cuneyt Evran,Ozan Pekdemir,,2266,3-Mar-24,yes,NW VAS OPS ,,
TEST,VIRTUAL,vussdat1,10.177.244.24,vussdat1,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,2,4,10x_u11,,6-Feb-15,no,na,na,na,TEST,USSD,BB,Ertun Ucyildiz,Murat Gokmen,,2461,,yes,RELEASEMNGMNT,,
TEST,VIRTUAL,vussdat2,10.177.244.25,vussdat2,vascluster_tuzla,vascluster_tuzla,10.177.232.8,vsphere client,SOLARIS,2,4,10x_u11,,6-Feb-15,no,na,na,na,TEST,USSD,BB,Ertun Ucyildiz,Murat Gokmen,,2462,,yes,RELEASEMNGMNT,,
PROD,VIRTUAL,vsmlc2ap1,10.177.227.11,vsmlc2ap1,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,10,16,11.4x,,5-Mar-24,no,,,,VAS,SMLC,MC,Cuneyt Evran,Ozan Pekdemir,,2501,4-Mar-24,yes,NW VAS OPS ,,
PROD,VIRTUAL,vsmlc2ap2,10.177.227.12,vsmlc2ap2,vascluster_pursaklar,vascluster_pursaklar,10.177.234.8,vsphere client,SOLARIS,10,16,11.4x,,5-Mar-24,no,,,,VAS,SMLC,MC,Cuneyt Evran,Ozan Pekdemir,,2502,4-Mar-24,yes,NW VAS OPS ,,
PROD,VIRTUAL,northiparser5,172.24.135.150,northiparser5,TZLESXPROD_LIN ,TZLESXPROD_LIN ,10.177.232.8,vsphere client,LINUX,16,64,rhel 8.9,,26-Jul-24,no,na,na,na,OSS,northi,,Esat Turgut,Murat Sari,no,2742,26-Jul-24,yes,MAXSUPP,,
PROD,PHYSICAL,btksrv01,212.65.130.201,na,btksrv01,btksrv01,192.168.202.5,https,LINUX,4,16,rhel 6.6_x86_64,,1-Mar-14,no,na,na,na,IT,BTK,,Atila Voyvat,,No,2782,,no,,,
PROD,PHYSICAL,btksrv02,212.65.130.202,na,btksrv02,btksrv02,192.168.202.23,https,LINUX,4,16,rhel 6.6_x86_64,,1-Mar-14,no,na,na,na,IT,BTK,,Atila Voyvat,,No,2783,,no,,,
PROD,PHYSICAL,btksrv03,212.65.130.203,na,btksrv03,btksrv03,192.168.202.7,https,LINUX,4,16,rhel 6.6_x86_64,,1-Mar-14,no,na,na,na,IT,BTK,,Atila Voyvat,,No,2784,,no,,,
PROD,PHYSICAL,btksrv04,212.65.130.204,na,btksrv04,btksrv04,192.168.202.25,https,LINUX,4,16,rhel 6.6_x86_64,,1-Mar-14,no,na,na,na,IT,BTK,,Atila Voyvat,,No,2785,,no,,,
PROD,PHYSICAL,btksrv05,172.31.48.5 ,na,btksrv05,btksrv05,172.31.43.114,https,LINUX,4,16,rhel 6.6_x86_64,,1-Mar-14,no,na,na,na,IT,BTK,,Atila Voyvat,,No,2786,,no,,,
TRANSFERRED,VIRTUAL,arcsight-archive,213.248.160.58 ,arcsight-archive,internal,internal,10.86.14.60,vsphere client,SOLARIS,0,0,10x,,,na,,,,VFNET,VFNET,,Ali Sahin,,,2802,,no,,,
TRANSFERRED,VIRTUAL,coltrane,193.243.207.3,coltrane,earth,earth,na,zlogin,SOLARIS,0,0,10s,,,na,,,,VFNET,VFNET,,Soner Vicin,,,2824,,no,,,
TRANSFERRED,VIRTUAL,coltrane2,193.243.207.2,coltrane2,sunvs03,sunvs03,na,zlogin,SOLARIS,0,0,10s,,,na,,,,VFNET,VFNET,,Soner Vicin,,,2825,,no,,,
PROD,VIRTUAL,evopaygw_vfnet_prod,10.10.1.110,YP-EVOPAYGW_VFNET_PROD_1.110,internal,internal,10.86.14.60,vsphere client,LINUX,0,0,rhel 6.9_x86_64,,,na,,,,VFNET,VFNET,,Alpaslan Bodur,Murat Sari,,2847,,yes,,,
PROD,VIRTUAL,GH-ESB_TIB_Proxy,31.155.6.26,GH-ESB_TIB_Proxy,internal,internal,10.86.14.60,vsphere client,LINUX,0,0,rhel 6.4_x86_64,,,na,,,,VFNET,VFNET,,Ali Sahin,,,2863,,no,,,
PROD,VIRTUAL,igneada,212.12.138.211,igneada,internal,internal,10.86.14.60,vsphere client,LINUX,0,0,rhel 6.7_x86_64,,,na,,,,VFNET,VFNET,,Alpaslan Bodur,Murat Sari,,2875,,yes,,,
TEST,VIRTUAL,ihopetest,10.188.114.6,FH-IHOPETEST,internal,internal,10.86.14.60,vsphere client,LINUX,0,0,rhel 6.10_x86_64,,,na,,,,VFNET,VFNET,,Alpaslan Bodur,Onur Onan,,2880,,yes,,,
PROD,VIRTUAL,longoz,212.12.138.209,LONGOZ,internal,internal,10.86.14.60,vsphere client,LINUX,0,0,rhel 6.9_x86_64,,,na,,,,VFNET,VFNET,,Alpaslan Bodur,Murat Sari,,2900,,yes,,,
TRANSFERRED,VIRTUAL,midas,213.194.65.15,midas,internal,internal,10.86.14.60,vsphere client,LINUX,0,0,rhel,,,na,,,,VFNET,VFNET,,Soner Vicin,,,2910,,no,,,
TRANSFERRED,VIRTUAL,mysql-v5,213.194.110.9,mysql-v5,internal,internal,10.86.14.60,vsphere client,LINUX,0,0,rhel,,,na,,,,VFNET,VFNET,,Soner Vicin,,,2916,,no,,,
TRANSFERRED,VIRTUAL,solaris10,10.10.1.131,VFNET_MIND7UPGRADE_TEST,internal,internal,10.86.14.60,vsphere client,SOLARIS,0,0,10x,,,na,,,,VFNET,VFNET,,na,,,2957,,no,,,
TRANSFERRED,PHYSICAL,sunvs01,212.12.151.49,sunvs01,internal,sunvs01,10.1.7.24,ssh,SOLARIS,0,0,10s,,,na,,,,VFNET,VFNET,,VFNET,,,2960,,no,,,
TRANSFERRED,PHYSICAL,sunvs03,198.18.200.10,sunvs03,internal,sunvs03,10.1.7.39,ssh,SOLARIS,0,0,10s,,,na,,,,VFNET,VFNET,,-,,,2962,,no,,,
TRANSFERRED,VIRTUAL,webanaliz,213.194.110.165,webanaliz,internal,internal,10.86.14.60,vsphere client,LINUX,0,0,rhel,,,na,,,,VFNET,VFNET,,Soner Vicin,,,3024,,no,,,
DR,PHYSICAL,hknnar01,172.31.83.31,NA,mp_hknnap03,mp_hknnap03,172.31.87.136,ssh,HP-UX,16,192,B.11.31,,21-May-15,NA,NA,NA,NA,IT,Billing Kenan,MC,Berkin Ucgul,Murat Cavli,NO,3201,,yes,IT-INMNG,,
PROD,VIRTUAL,dcep1_TCES,172.24.86.27,dcep1,EsyEsxDR01,EsyEsxDR01,10.86.14.60,vsphere client,LINUX,4,4,centos,,17-Mar-15,no,na,na,na,IT,DCIM,,Can Basol,,no,3915,,no,ITISDATACENTER,,
PROD,VIRTUAL,dcop1,172.24.86.28,dcop1,EsyEsxDR01,EsyEsxDR01,10.86.14.60,vsphere client,LINUX,4,16,debian,,17-Mar-15,no,na,na,na,IT,DCIM,BS,Can Basol,,no,3916,,no,ITISDATACENTER,,
